Nordrhein-Westfalen,100,Recklinghausen,616824
Nordrhein-Westfalen,101,Remscheid,110584
Nordrhein-Westfalen,102,Rhein-Erft-Kreis,467209
Nordrhein-Westfalen,103,Rhein-Kreis Neuss,449408
Nordrhein-Westfalen,104,Rhein-Sieg-Kreis,599056
Nordrhein-Westfalen,105,Rheinisch-Bergischer Kreis,283344
Nordrhein-Westfalen,106,Siegen-Wittgenstein,277977
Nordrhein-Westfalen,107,Soest,301693
Nordrhein-Westfalen,108,Solingen,158803
Nordrhein-Westfalen,109,Städteregion Aachen,554068
Nordrhein-Westfalen,110,Steinfurt,446565
Nordrhein-Westfalen,111,Unna,393934
Nordrhein-Westfalen,112,Viersen,298733
Nordrhein-Westfalen,113,Warendorf,277458
Nordrhein-Westfalen,114,Wesel,460666
Nordrhein-Westfalen,115,Wuppertal,353590
Hessen,116,Bergstraße,268780
Hessen,117,Darmstadt,158254
Hessen,118,Darmstadt-Dieburg,296048
Hessen,119,Frankfurt am Main,746878
Hessen,120,Fulda,221783
Hessen,121,Gießen,267056
Hessen,122,Groß-Gerau,271403
Hessen,123,Hersfeld-Rotenburg,121101
Hessen,124,Hochtaunuskreis,235995
Hessen,125,Kassel,200736
Hessen,126,Kassel_Kreis,236674
Hessen,127,Lahn-Dill-Kreis,254164
Hessen,128,Limburg-Weilburg,171971
Hessen,129,Main-Kinzig-Kreis,418208
Hessen,130,Main-Taunus-Kreis,236969
Hessen,131,Marburg-Biedenkopf,246165
Hessen,132,Odenwaldkreis,96597
Hessen,133,Offenbach,351692
Hessen,134,Offenbach am Main,126658
Hessen,135,Rheingau-Taunus-Kreis,186602
Hessen,136,Schwalm-Eder-Kreis,180754
Hessen,137,Vogelsbergkreis,106451
Hessen,138,Waldeck-Frankenberg,157256
Hessen,139,Werra-Meißner-Kreis,101101
Hessen,140,Wetteraukreis,305312
Hessen,141,Wiesbaden,278654
Rheinland-Pfalz,142,Ahrweiler,128914
Rheinland-Pfalz,143,Altenkirchen (Westerwald),128791
Rheinland-Pfalz,144,Alzey-Worms,128519
Rheinland-Pfalz,145,Bad Dürkheim,132739
Rheinland-Pfalz,146,Bad Kreuznach,157549
Rheinland-Pfalz,147,Bernkastel-Wittlich,112134
Rheinland-Pfalz,148,Birkenfeld,80728
Rheinland-Pfalz,149,Cochem-Zell,61662
Rheinland-Pfalz,150,Donnersbergkreis,75102
Rheinland-Pfalz,151,Eifelkreis Bitburg-Prüm,98213
Rheinland-Pfalz,152,Frankenthal (Pfalz),48417
Rheinland-Pfalz,153,Germersheim,128477
Rheinland-Pfalz,154,Kaiserslautern,99684
Rheinland-Pfalz,155,Kaiserslautern_Kreis,105649
Rheinland-Pfalz,156,Koblenz,113844
Rheinland-Pfalz,157,Kusel,70764
Rheinland-Pfalz,158,Landau in der Pfalz,46292
Rheinland-Pfalz,159,Ludwigshafen am Rhein,168497
Rheinland-Pfalz,160,Mainz,215110
Rheinland-Pfalz,161,Mainz-Bingen,209785
Rheinland-Pfalz,162,Mayen-Koblenz,213554
Rheinland-Pfalz,163,Neustadt an der Weinstraße,53353
Rheinland-Pfalz,164,Neuwied,181655
Rheinland-Pfalz,165,Pirmasens,40632
Rheinland-Pfalz,166,Rhein-Hunsrück-Kreis,102938
Rheinland-Pfalz,167,Rhein-Lahn-Kreis,122381
Rheinland-Pfalz,168,Rhein-Pfalz-Kreis,153629
Rheinland-Pfalz,169,Speyer,50931
Rheinland-Pfalz,170,Südliche Weinstraße,110622
Rheinland-Pfalz,171,Südwestpfalz,95474
Rheinland-Pfalz,172,Trier,110013
Rheinland-Pfalz,173,Trier-Saarburg,148532
Rheinland-Pfalz,174,Vulkaneifel,60705
Rheinland-Pfalz,175,Westerwaldkreis,201039
Rheinland-Pfalz,176,Worms,83081
Rheinland-Pfalz,177,Zweibrücken,34270
Baden-Württemberg,178,Alb-Donau-Kreis,194629
Baden-Württemberg,179,Baden-Baden,54718
Baden-Württemberg,180,Biberach,198265
Baden-Württemberg,181,Böblingen,389548
Baden-Württemberg,182,Bodenseekreis,214655
Baden-Württemberg,183,Breisgau-Hochschwarzwald,262405
Baden-Württemberg,184,Calw,157424
Baden-Württemberg,185,Emmendingen,164712
Baden-Württemberg,186,Enzkreis,198369
Baden-Württemberg,187,Esslingen,532447
Baden-Württemberg,188,Freiburg im Breisgau,229636
Baden-Württemberg,189,Freudenstadt,117456
Baden-Württemberg,190,Göppingen,256345
Baden-Württemberg,191,Heidelberg,160601
Baden-Württemberg,192,Heidenheim,132006
Baden-Württemberg,193,Heilbronn,125113
Baden-Württemberg,194,Heilbronn_Kreis,340772
Baden-Württemberg,195,Hohenlohekreis,111392
Baden-Württemberg,196,Karlsruhe,311919
Baden-Württemberg,197,Karlsruhe_Kreis,442673
Baden-Württemberg,198,Konstanz,284015
Baden-Württemberg,199,Lörrach,228314
Baden-Württemberg,200,Ludwigsburg,542630
Baden-Württemberg,201,Main-Tauber-Kreis,132189
Baden-Württemberg,202,Mannheim,307997
Baden-Württemberg,203,Neckar-Odenwald-Kreis,143376
Baden-Württemberg,204,Ortenaukreis,425932
Baden-Württemberg,205,Ostalbkreis,312422
Baden-Württemberg,206,Pforzheim,124289
Baden-Württemberg,207,Rastatt,230216
Baden-Württemberg,208,Ravensburg,283264
Baden-Württemberg,209,Rems-Murr-Kreis,424878
Baden-Württemberg,210,Reutlingen,285754
Baden-Württemberg,211,Rhein-Neckar-Kreis,546745
Baden-Württemberg,212,Rottweil,138858
Baden-Württemberg,213,Schwäbisch Hall,194203
Baden-Württemberg,214,Schwarzwald-Baar-Kreis,211207
Baden-Württemberg,215,Sigmaringen,130192
Baden-Württemberg,216,Stuttgart,632743
Baden-Württemberg,217,Tübingen,225755
Baden-Württemberg,218,Tuttlingen,139397
Baden-Württemberg,219,Ulm,125596
Baden-Württemberg,220,Waldshut,170198
Baden-Württemberg,221,Zollernalbkreis,188170
Bayern,222,Aichach-Friedberg,132596
Bayern,223,Altötting,110338
Bayern,224,Amberg,42248
Bayern,225,Amberg-Sulzbach,102836
Bayern,226,Ansbach,41652
Bayern,227,Ansbach_Kreis,183256
Bayern,228,Aschaffenburg,69928
Bayern,229,Aschaffenburg_Kreis,173969
Bayern,230,Augsburg,292851
Bayern,231,Augsburg_Kreis,249838
Bayern,232,Bad Kissingen,103265
Bayern,233,Bad Tölz-Wolfratshausen,126572
Bayern,234,Bamberg,77179
Bayern,235,Bamberg_Kreis,146584
Bayern,236,Bayreuth,73999
Bayern,237,Bayreuth_Kreis,103805
Bayern,238,Berchtesgadener Land,105052
Bayern,239,Cham,127339
Bayern,240,Coburg,41236
Bayern,241,Coburg_Kreis,86885
Bayern,242,Dachau,152703
Bayern,243,Deggendorf,118741
Bayern,244,Dillingen a.d. Donau,95159
Bayern,245,Dingolfing-Landau,95831
Bayern,246,Donau-Ries,133043
Bayern,247,Ebersberg,140800
Bayern,248,Eichstätt,131646
Bayern,249,Erding,136884
Bayern,250,Erlangen,110998
Bayern,251,Erlangen-Höchstadt,135334
Bayern,252,Forchheim,115681
Bayern,253,Freising,177997
Bayern,254,Freyung-Grafenau,78345
Bayern,255,Fürstenfeldbruck,217831
Bayern,256,Fürth,126526
Bayern,257,Fürth_Kreis,116193
Bayern,258,Garmisch-Partenkirchen,88155
Bayern,259,Günzburg,124519
Bayern,260,Haßberge,84464
Bayern,261,Hof,45950
Bayern,262,Hof_Kreis,95773
Bayern,263,Ingolstadt,135244
Bayern,264,Kaufbeuren,43478
Bayern,265,Kelheim,121119
Bayern,266,Kempten (Allgäu),68330
Bayern,267,Kitzingen,90429
Bayern,268,Kronach,67474
Bayern,269,Kulmbach,72012
Bayern,270,Landsberg am Lech,119141
Bayern,271,Landshut,71193
Bayern,272,Landshut_Kreis,157239
Bayern,273,Lichtenfels,66777
Bayern,274,Lindau (Bodensee),81148
Bayern,275,Main-Spessart,126523
Bayern,276,Memmingen,43470
Bayern,277,Miesbach,99189
Bayern,278,Miltenberg,128484
Bayern,279,Mühldorf a. Inn,114486
Bayern,280,München,1456039
Bayern,281,München_Kreis,346433
Bayern,282,Neu-Ulm,172546
Bayern,283,Neuburg-Schrobenhausen,96164
Bayern,284,Neumarkt i.d. OPf.,132644
Bayern,285,Neustadt a.d. Aisch-Bad Windsheim,99641
Bayern,286,Neustadt a.d. Waldnaab,94486
Bayern,287,Nürnberg,515201
Bayern,288,Nürnberger Land,169752
Bayern,289,Oberallgäu,154568
Bayern,290,Ostallgäu,139278
Bayern,291,Passau,51781
Bayern,292,Passau_Kreis,190504
Bayern,293,Pfaffenhofen a.d. Ilm,126244
Bayern,294,Regen,77489
Bayern,295,Regensburg,150894
Bayern,296,Regensburg_Kreis,192200
Bayern,297,Rhön-Grabfeld,79796
Bayern,298,Rosenheim,63080
Bayern,299,Rosenheim_Kreis,259449
Bayern,300,Roth,126101
Bayern,301,Rottal-Inn,120371
Bayern,302,Schwabach,40781
Bayern,303,Schwandorf,146487
Bayern,304,Schweinfurt,53437
Bayern,305,Schweinfurt_Kreis,115105
Bayern,306,Starnberg,135545
Bayern,307,Straubing,47586
Bayern,308,Straubing-Bogen,99838
Bayern,309,Tirschenreuth,72730
Bayern,310,Traunstein,176290
Bayern,311,Unterallgäu,142544
Bayern,312,Weiden i.d. OPf.,42543
Bayern,313,Weilheim-Schongau,134252
Bayern,314,Weißenburg-Gunzenhausen,94208
Bayern,315,Wunsiedel i. Fichtelgebirge,73485
Bayern,316,Würzburg,126635
Bayern,317,Würzburg_Kreis,161340
Saarland,318,Merzig-Wadern,103656
Saarland,319,Neunkirchen,133297
Saarland,320,Regionalverband Saarbrücken,330150
Saarland,321,Saarlouis,195815
Saarland,322,Saarpfalz-Kreis,143402
Saarland,323,St. Wendel,87867
Berlin,324,Berlin,3613495
Brandenburg,325,Barnim,180864
Brandenburg,326,Brandenburg an der Havel,71886
Brandenburg,327,Cottbus,101036
Brandenburg,328,Dahme-Spreewald,167319
Brandenburg,329,Elbe-Elster,103455
Brandenburg,330,Frankfurt (Oder),58237
Brandenburg,331,Havelland,160710
Brandenburg,332,Märkisch-Oderland,192921
Brandenburg,333,Oberhavel,209893
Brandenburg,334,Oberspreewald-Lausitz,111122
Brandenburg,335,Oder-Spree,178347
Brandenburg,336,Ostprignitz-Ruppin,99368
Brandenburg,337,Potsdam,175710
Brandenburg,338,Potsdam-Mittelmark,213214
Brandenburg,339,Prignitz,77263
Brandenburg,340,Spree-Neiße,115456
Brandenburg,341,Teltow-Fläming,166890
Brandenburg,342,Uckermark,120349
Mecklenburg-Vorpommern,343,Ludwigslust-Parchim,212522
Mecklenburg-Vorpommern,344,Mecklenburgische Seenplatte,260574
Mecklenburg-Vorpommern,345,Nordwestmecklenburg,156993
Mecklenburg-Vorpommern,346,Rostock,208409
Mecklenburg-Vorpommern,347,Rostock_Kreis,214635
Mecklenburg-Vorpommern,348,Schwerin,95797
Mecklenburg-Vorpommern,349,Vorpommern-Greifswald,237066
Mecklenburg-Vorpommern,350,Vorpommern-Rügen,225123
Sachsen,351,Bautzen,302634
Sachsen,352,Chemnitz,246855
Sachsen,353,Dresden,551072
Sachsen,354,Erzgebirgskreis,340373
Sachsen,355,Görlitz,256587
Sachsen,356,Leipzig,581980
Sachsen,357,Leipzig_Kreis,258008
Sachsen,358,Meißen,242862
Sachsen,359,Mittelsachsen,308153
Sachsen,360,Nordsachsen,197794
Sachsen,361,Sächsische Schweiz-Osterzgebirge,245418
Sachsen,362,Vogtlandkreis,229584
Sachsen,363,Zwickau,319988
Sachsen-Anhalt,364,Altmarkkreis Salzwedel,84457
Sachsen-Anhalt,365,Anhalt-Bitterfeld,161264
Sachsen-Anhalt,366,Börde,172619
Sachsen-Anhalt,367,Burgenlandkreis,181968
Sachsen-Anhalt,368,Dessau-Roßlau,82111
Sachsen-Anhalt,369,Halle (Saale),239173
Sachsen-Anhalt,370,Harz,216299
Sachsen-Anhalt,371,Jerichower Land,90465
Sachsen-Anhalt,372,Magdeburg,238478
Sachsen-Anhalt,373,Mansfeld-Südharz,138013
Sachsen-Anhalt,374,Saalekreis,185494
Sachsen-Anhalt,375,Salzlandkreis,192739
Sachsen-Anhalt,376,Stendal,113186
Sachsen-Anhalt,377,Wittenberg,126815
Thüringen,378,Altenburger Land,90650
Thüringen,379,Eichsfeld,100645
Thüringen,380,Eisenach,42710
Thüringen,381,Erfurt,212988
Thüringen,382,Gera,94859
Thüringen,383,Gotha,135521
Thüringen,384,Greiz,99275
Thüringen,385,Hildburghausen,63923
Thüringen,386,Ilm-Kreis,108830
Thüringen,387,Jena,111099
Thüringen,388,Kyffhäuserkreis,75818
Thüringen,389,Nordhausen,84697
Thüringen,390,Saale-Holzland-Kreis,82990
Thüringen,391,Saale-Orla-Kreis,81501
Thüringen,392,Saalfeld-Rudolstadt,107368
Thüringen,393,Schmalkalden-Meiningen,122952
Thüringen,394,Sömmerda,70027
Thüringen,395,Sonneberg,56361
Thüringen,396,Suhl,35166
Thüringen,397,Unstrut-Hainich-Kreis,103504
Thüringen,398,Wartburgkreis,123764
Thüringen,399,Weimar,64426
Thüringen,400,Weimarer Land,82131
